Iteracao,Tempo de Execucao,Memoria Atual,Memoria Pico,Mochila,Valor Total
790,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
791,0.0009992122650146484,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
792,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
793,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
794,0.0009999275207519531,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
795,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
796,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
797,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
798,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
799,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
800,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
801,0.0009999275207519531,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
802,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
803,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
804,0.0010004043579101562,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
805,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
806,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
807,0.0009996891021728516,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
808,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
809,0.0010001659393310547,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
810,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
811,0.0009999275207519531,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
812,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
813,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
814,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
815,0.00099945068359375,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
816,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
817,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
818,0.0010004043579101562,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
819,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
820,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
821,0.0010004043579101562,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
822,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
823,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
824,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
825,0.0009999275207519531,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
826,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
827,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
828,0.0010001659393310547,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
829,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
830,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
831,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
832,0.0009992122650146484,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
833,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
834,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
835,0.0010006427764892578,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
836,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
837,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
838,0.0009999275207519531,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
839,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
840,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
841,0.0009999275207519531,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
842,0.0,0.00252,0.00464,"[(90, 1, 1), (91, 2, 1), (59, 2, 1), (85, 3, 1), (81, 3, 1), (78, 3, 1), (75, 3, 1), (74, 3, 1), (69, 3, 1), (45, 2, 1), (45, 2, 1), (22, 1, 1), (65, 3, 1), (76, 4, 1), (69, 4, 1), (86, 5, 1), (88, 6, 1), (78, 6, 1), (92, 7, 1), (73, 6, 1), (57, 5, 1), (97, 9, 1), (66, 7, 1), (64, 7, 1), (8, 1, 1), (80, 10, 0.2)]",1749.0
